phi[deg], lam[deg]
52.09727221841272,21.03153333279777
52.09727216111064,21.031533144230153
52.097272120371336,21.031532955662534
52.097272085152944,21.031532767094923
52.09727208603574,21.031533228061544
52.09727211893464,21.031533177762707
52.09727206903157,21.03153299757823
52.09727206063766,21.031532805864288
52.09727211912999,21.0315332542456
52.09727213549742,21.031533177762707
52.09727210088447,21.03153332234535
52.09727215315812,21.031533182999517
